id,vessel_id,component,component_code,job_id,work_order_no,work_order_type,template_code,execution_id,job_title,assigned_to,due_date,status,date_completed,submitted_date,task_type,maintenance_type,maintenance_basis,frequency_value,frequency_unit,approver_remarks,is_execution,template_id,approver,approval_date,rejection_date,next_due_date,next_due_reading,current_reading,class_related,job_priority,brief_work_description,data_scope,fleet_equipment_code,fleet_job_code,job_group,job_category,sfi_code,maintenance_interval_value,maintenance_interval_unit,interval_running_hour,department,criticality,is_active,scope_notes,postponement_end_date,postponement_reason,postponement_authorized_by,on_demand_reason,risk_assessment_status,safety_checklists_status,operational_forms_status,start_date_time,completion_date_time,execution_assigned_to,performed_by,no_of_persons,total_time_hours,manhours,work_carried_out,job_experience_notes,previous_reading,running_hours,running_hours_difference,reading_date,wo_execution_id,remarks,completion_remarks,rejection_comments,approval_action,driver_type,created_at,updated_at,was_rejected
WO-1770978832254-sal4wk4c6,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE pistons And Connecting Rod No.02,652.004.02,JOB-1768375698089-2maxi1b86,MKR-OV-00025-652.004.02-2023-070,Standard,,,AE Pistons and Connecting Rods Overhaul - 4000H,4th Engineer,20-Apr-2023,Cancelled,,,Maintenance,Planned,Running Hours,4000,Hours,,f,,Chief Engineer,03-May-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,20-Apr-2023,01-May-2023,,4th Engineer,,3.3,3.6,,,,,,,,,Cancelled - Equipment replaced/removed from vessel,,Approved,running_hours,2023-04-06 19:10:29.624,2023-05-01 19:10:29.624,f
WO-1770967515015-yn4cp68s9,7440571a-841a-11ed-aa7c-7003bca91a86,ME turbochargers,601.053,JOB-1768375697585-z6leju6xr,WO-601.053-2023-422,Planned,,,"ME Turbocharger Turbine, Cleaning - 500H",2nd Engineer,15-Apr-2023,Completed,2023-04-13T00:00:00.000Z,,,Inspection,Running Hours,500,Hours,,f,,Chief Engineer,16-Apr-2023,,,,1006.16,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 3M-2 DIESEL ENGINE VOL II;5303.pdf
Pdf Page No: 196, 171, 172
Job Reference: Group No. 400
Chapter: Maintenance Schedule Of Main Parts


DESCRIPTION
===========
1. Cleaning of turbine side of turbocharger to be carried out (vegetal solid cleaning).",vessel,,,,,,,,,Engine,,t,,,,,,,,,14-Apr-2023,13-Apr-2023,,2nd Engineer,2,1.2,1.0,"Carried out ME Turbocharger Turbine, Cleaning - 500H. Removed all deposits and contamination. Flushed system with approved cleaning agent. Inspected surfaces for damage or corrosion. Reassembled and tested.",,504.55,1006.16,501.61,,,Minor adjustments made. Equipment performance within acceptable parameters.,Calibration carried out. All readings within acceptable range.,,Approved,running_hours,2023-04-05 00:00:00,2023-04-13 00:00:00,f
WO-1770967515018-nin76n4ct,7440571a-841a-11ed-aa7c-7003bca91a86,DO Separator Booster Pumps No.02,702.010.02,JOB-1768375698734-schfvgsje,UWO-702.010.02-2023-778,Unplanned,,,DO Separator Booster Pumps No.02 - Sensor Failure - Replacement,2nd Engineer,15-Apr-2023,Completed,2023-04-17T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,20-Apr-2023,,,,,,High,Temperature/pressure sensor giving erratic readings. Replaced sensor.,vessel,,,,,,,,,Engine,,t,,,,,,,,,15-Apr-2023,17-Apr-2023,,2nd Engineer,3,11.2,12.6,Carried out DO Separator Booster Pumps No.02 - Sensor Failure - Replacement. Removed old components and inspected mounting surfaces. Fitted new parts ensuring correct alignment and torque. Tested system for leaks and proper operation.,,,,,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,,2023-04-05 00:00:00,2023-04-17 00:00:00,f
WO-1770967515018-xug30p1p8,7440571a-841a-11ed-aa7c-7003bca91a86,AE1 Cylinder Liners No.06,651.003.06,JOB-1768375697741-368qu1o6c,UWO-651.003.06-2023-623,Unplanned,,,AE1 Cylinder Liners No.06 - Control System Malfunction,Chief Engineer,15-Apr-2023,Completed,2023-04-13T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,15-Apr-2023,,,,,,Medium,Control system showing intermittent faults. Checked connections and calibrated.,vessel,,,,,,,,,Engine,,t,,,,,,,,,14-Apr-2023,13-Apr-2023,,Chief Engineer,2,19.3,21.9,Carried out AE1 Cylinder Liners No.06 - Control System Malfunction. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,Equipment tested satisfactorily after completion of AE1 Cylinder Liners No.06 - Control System Malfunction. No issues found.,Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,,2023-04-05 00:00:00,2023-04-13 00:00:00,f
WO-1770967515018-wnw2549ka,7440571a-841a-11ed-aa7c-7003bca91a86,ME Cylinder Liners No.03,601.003.03,JOB-1768375697126-qtf6w0luu,UWO-601.003.03-2023-717,Unplanned,,,ME Cylinder Liners No.03 - Electrical Fault - Motor Trip,3rd Engineer,16-Apr-2023,Completed,2023-04-16T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,19-Apr-2023,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,,,,,,,,15-Apr-2023,16-Apr-2023,,3rd Engineer,1,5.7,5.2,Carried out ME Cylinder Liners No.03 - Electrical Fault - Motor Trip. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,Minor adjustments made. Equipment performance within acceptable parameters.,Job completed satisfactorily. All parameters within normal limits.,,Approved,,2023-04-04 00:00:00,2023-04-16 00:00:00,f
WO-1770967515017-f3dz7rfff,7440571a-841a-11ed-aa7c-7003bca91a86,AE3 Crankcase Doors W/Safety Valve,653.020,JOB-1768375698410-96x42qaxx,UWO-653.020-2023-576,Unplanned,,,AE3 Crankcase Doors W/Safety Valve - Electrical Fault - Motor Trip,3rd Engineer,14-Apr-2023,Completed,2023-04-13T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,15-Apr-2023,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,,,,,,,,12-Apr-2023,13-Apr-2023,,3rd Engineer,1,22.5,21.9,Carried out AE3 Crankcase Doors W/Safety Valve - Electrical Fault - Motor Trip. Inspected valve seat and disc for wear and damage. Checked gland packing and stem condition. Operated valve through full range and checked for leaks. Valve operation satisfactory.,,,,,,,All maintenance checks completed per OEM recommendations. Next scheduled service as per PMS.,Overhaul completed. All clearances within maker's tolerance. Equipment tested under load.,,Approved,,2023-04-04 00:00:00,2023-04-13 00:00:00,f
WO-1770978832254-d5ia5ws3g,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE pistons And Connecting Rod No.02,651.004.02,JOB-1768375697751-mx1f2x1dn,MKR-OV-00025-651.004.02-2023-024,Standard,,,AE Pistons and Connecting Rods Overhaul - 4000H,2nd Engineer,22-Apr-2023,Completed,02-May-2023,,Maintenance,Planned,Running Hours,4000,Hours,,f,,Chief Engineer,05-May-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,22-Apr-2023,02-May-2023,,2nd Engineer,2,7.6,6.7,Performed AE Pistons and Connecting Rods Overhaul - 4000H. Dismantled equipment and cleaned all components. Inspected all parts for wear and damage. Replaced worn components as required. Reassembled with correct torque values and clearances. Tested equipment under operating conditions.,,0,927.36,927.36,,,Required spare parts replaced during AE Pistons and Connecting Rods Overhaul - 4000H. Old parts retained for inspection.,Renewal completed. Old parts retained for inspection. New parts fitted and tested.,,Approved,running_hours,2023-04-02 11:47:50.686,2023-05-02 11:47:50.686,f
WO-1770978832258-jea61o5jz,7440571a-841a-11ed-aa7c-7003bca91a86,"ME connecting rods, crosshead, guides No.02",601.005.02,JOB-1768375697418-2fk1daqf0,MKR-IN-00076-601.005.02-2023-397,Standard,,,"Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M",4th Engineer,21-Apr-2023,Completed,22-Apr-2023,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,25-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,21-Apr-2023,22-Apr-2023,,4th Engineer,1,8.2,8.4,"Carried out Main Engine – Connecting Rods, Crosshead & Guide Assemblies Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Consumable parts replaced as per maintenance plan. Used parts stored for disposal.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,calendar,2023-04-01 08:13:59.128,2023-04-22 08:13:59.128,f
WO-1770967515017-6ojpc9nmu,7440571a-841a-11ed-aa7c-7003bca91a86,"AE1 Main Bearings, Journals No.04",651.007.04,JOB-1768375697794-agb5u0732,UWO-651.007.04-2023-513,Unplanned,,,"AE1 Main Bearings, Journals No.04 - Electrical Fault - Motor Trip",2nd Engineer,05-Apr-2023,Completed,2023-05-03T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,05-May-2023,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,,,,,,,,22-Apr-2023,03-May-2023,,2nd Engineer,1,10.1,10.4,"Carried out AE1 Main Bearings, Journals No.04 - Electrical Fault - Motor Trip. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,Minor additional findings recorded. Follow-up inspection recommended during next maintenance period.,Job completed satisfactorily. All parameters within normal limits.,,Approved,,2023-03-29 00:00:00,2023-05-03 00:00:00,f
WO-1770978832254-g51p40n33,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE pistons And Connecting Rod No.06,651.004.06,JOB-1768375697772-0pyb57iow,MKR-OV-00025-651.004.06-2023-035,Standard,,,AE Pistons and Connecting Rods Overhaul - 4000H,Chief Engineer,11-Apr-2023,Completed,16-Apr-2023,,Maintenance,Planned,Running Hours,4000,Hours,,f,,Chief Engineer,17-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,10-Apr-2023,16-Apr-2023,,Chief Engineer,3,4.2,4.2,Performed AE Pistons and Connecting Rods Overhaul - 4000H. Dismantled equipment and cleaned all components. Inspected all parts for wear and damage. Replaced worn components as required. Reassembled with correct torque values and clearances. Tested equipment under operating conditions.,,0,740.57,740.57,,,Small adjustments made to operating parameters. Equipment performance satisfactory.,Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,running_hours,2023-03-27 19:00:16.433,2023-04-16 19:00:16.433,f
WO-1770967515004-vr9qlo6ia,7440571a-841a-11ed-aa7c-7003bca91a86,FO separators No.02,702.005.02,JOB-1768375698538-eaypatso8,WO-702.005.02-2023-168,Planned,,,"Purifier, Routine - 1W",3rd Engineer,09-Apr-2023,Completed,2023-04-07T00:00:00.000Z,,,Inspection,Calendar,1,Weeks,,f,,Chief Engineer,09-Apr-2023,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",vessel,,,,,,,,,Engine,,t,,,,,,,,,09-Apr-2023,07-Apr-2023,,3rd Engineer,1,1.9,1.9,"Carried out Purifier, Routine - 1W. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,Visual inspection completed. Minor corrosion noted and treated. Equipment serviceable.,,Approved,calendar,2023-03-27 00:00:00,2023-04-07 00:00:00,f
WO-1770967515019-v41ho2ugz,7440571a-841a-11ed-aa7c-7003bca91a86,AE2 Cylinder Covers W/Valves,652.002,JOB-1768375698012-7xjbdpyvr,UWO-652.002-2023-873,Unplanned,,,AE2 Cylinder Covers W/Valves - Electrical Fault - Motor Trip,2nd Engineer,03-Apr-2023,Completed,2023-04-04T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,06-Apr-2023,,,,,,High,Motor tripped on overload. Investigated and rectified fault.,vessel,,,,,,,,,Engine,,t,,,,,,,,,03-Apr-2023,04-Apr-2023,,2nd Engineer,2,21.9,19.1,Carried out AE2 Cylinder Covers W/Valves - Electrical Fault - Motor Trip. Inspected valve seat and disc for wear and damage. Checked gland packing and stem condition. Operated valve through full range and checked for leaks. Valve operation satisfactory.,,,,,,,Checks completed as per manufacturer guidelines for AE2 Cylinder Covers W/Valves - Electrical Fault - Motor Trip. Next service due as scheduled.,Service completed. Oil samples taken for analysis. Equipment running normally.,,Approved,,2023-03-27 00:00:00,2023-04-04 00:00:00,f
WO-1770967515017-2yzh29kue,7440571a-841a-11ed-aa7c-7003bca91a86,Emergency Generator Drive Units,665.003,JOB-1768375698499-nup6nk1mh,UWO-665.003-2023-593,Unplanned,,,Emergency Generator Drive Units - Control System Malfunction,3rd Engineer,05-Apr-2023,Completed,2023-04-03T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,04-Apr-2023,,,,,,Medium,Control system showing intermittent faults. Checked connections and calibrated.,vessel,,,,,,,,,Engine,,t,,,,,,,,,03-Apr-2023,03-Apr-2023,,3rd Engineer,2,17.7,14.4,Carried out Emergency Generator Drive Units - Control System Malfunction. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.,,,,,,,Spare parts replaced as listed. Old parts retained for inspection/disposal.,Routine check completed. Equipment in satisfactory condition.,,Approved,,2023-03-25 00:00:00,2023-04-03 00:00:00,f
WO-1770967515004-ub6r65h4n,7440571a-841a-11ed-aa7c-7003bca91a86,AE 3 AE cylinder liners No.06,653.003.06,JOB-1768375698327-s9rfxwr8p,WO-653.003.06-2023-354,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,07-Apr-2023,Completed,2023-04-05T00:00:00.000Z,,,Inspection,Calendar,1,Months,,f,,Chief Engineer,06-Apr-2023,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,,,,,,,,05-Apr-2023,05-Apr-2023,,3rd Engineer,1,0.9,0.9,"Carried out AE Cylinder Liner Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Required spare parts replaced during AE Cylinder Liner Inspection - 1M. Old parts retained for inspection.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,calendar,2023-03-25 00:00:00,2023-04-05 00:00:00,f
WO-1770967515004-x638wmceo,7440571a-841a-11ed-aa7c-7003bca91a86,FO separators No.02,702.005.02,JOB-1768375698538-eaypatso8,WO-702.005.02-2023-167,Planned,,,"Purifier, Routine - 1W",3rd Engineer,02-Apr-2023,Completed,2023-04-01T00:00:00.000Z,,,Inspection,Calendar,1,Weeks,,f,,Chief Engineer,03-Apr-2023,,,,,,Medium,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

JOB REFERENCE DETAILS
===================
Manual Name: 8M-3 INSTRUCTION MANAUL FOR PURIFIER;5303.pdf
Pdf Page No: 56
Chapter: 3. Maintenance Inspection Procedures
Section: 3.1 Routine checks

DESCRIPTION
===========
Routine Checks :
1. Check the feed rate with respect to set feed rate for any changes.
2. Check the temperature with set temperature level.
3. Check the pressure of light liquid outlet is to be coincide roughly with the set pressure of the leakage.
4. Check for any increase in vibration.
5. Check for operational noise in gear pump and bearing etc. 
6. Check the rated current on daily basis.
7. Check the gear pump oil quantity. 
8. Check the safety joint of gears for any deformation.
9. Check for oil leakage in pipe joints.
10. Check & adjust pressure LED (yellow) lit or flashing for Leakage Monitor.
11. Check indicate revolution LED (green) is flashing for Discharge Monitor.",vessel,,,,,,,,,Engine,,t,,,,,,,,,01-Apr-2023,01-Apr-2023,,3rd Engineer,1,1.3,1.2,"Carried out Purifier, Routine - 1W. Followed planned maintenance procedure for the task. Inspected equipment condition and carried out all required maintenance activities. Equipment tested and returned to normal service.",,,,,,,"Minor adjustments carried out during Purifier, Routine - 1W. Performance within acceptable parameters.",Work carried out as per maker's instructions. Equipment tested and found satisfactory.,,Approved,calendar,2023-03-24 00:00:00,2023-04-01 00:00:00,f
WO-1770967515004-fwgtk7j5r,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE cylinder liners No.01,651.003.01,JOB-1768375697715-p7a1yt6pq,WO-651.003.01-2023-318,Planned,,,AE Cylinder Liner Inspection - 1M,3rd Engineer,02-Apr-2023,Completed,2023-03-31T00:00:00.000Z,,,Inspection,Calendar,1,Months,,f,,Chief Engineer,02-Apr-2023,,,,,,Low,"SAFETY PROCEDURE (COMPANY)
===========================
Ensure compliance with safety procedures according to the company policy and requirements.

DESCRIPTION
===========
1. Liner Condition (Visual / Indirect)

Check for abnormal scavenge space condition (if accessible).

Look for signs of scuffing, scoring, or polishing (based on inspection ports or trend data).

Monitor liner condition through performance parameters if direct access is not possible.

2. Lubrication

Verify cylinder lubrication rate (if applicable) is as per maker’s recommendation.

Check lube oil distribution and absence of oil starvation signs.

Review lube oil consumption trends.

3. Cooling & Sealing

Monitor jacket water temperature and pressure related to cylinder No.01.

Check for cooling water leakage into cylinder or crankcase.

Verify condition of liner sealing arrangements (indirect observation).",vessel,,,,,,,,,Engine,,t,,,,,,,,,02-Apr-2023,31-Mar-2023,,3rd Engineer,2,0.9,0.8,"Carried out AE Cylinder Liner Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Minor adjustments carried out during AE Cylinder Liner Inspection - 1M. Performance within acceptable parameters.,Job completed satisfactorily. All parameters within normal limits.,,Approved,calendar,2023-03-23 00:00:00,2023-03-31 00:00:00,f
WO-1770978832256-3znk1l0l8,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.09,285.001.09,JOB-1768375696874-phtun2znj,MKR-IN-00072-285.001.09-2023-245,Standard,,,Ballast Tanks Inspection - 1M,Chief Engineer,08-Apr-2023,Completed,18-Apr-2023,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,20-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,06-Apr-2023,18-Apr-2023,,Chief Engineer,2,0.6,0.7,"Carried out Ballast Tanks Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,Calibration carried out. All readings within acceptable range.,,Approved,calendar,2023-03-20 19:18:01.585,2023-04-18 19:18:01.585,f
WO-1770978832260-ro50hkdd3,7440571a-841a-11ed-aa7c-7003bca91a86,AE 2 AE cylinder covers w/valves No.06,652.002.06,JOB-1768375698047-6mz6g3di5,MKR-IN-00080-652.002.06-2023-634,Standard,,,AE Cylinder Covers with Valves Inspection - 1M,2nd Engineer,27-Mar-2023,Completed,28-Mar-2023,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,29-Mar-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,26-Mar-2023,28-Mar-2023,,2nd Engineer,2,5.2,4.6,"Carried out AE Cylinder Covers with Valves Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,All equipment tested satisfactorily post-maintenance. No abnormalities detected.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,calendar,2023-03-19 05:59:35.768,2023-03-28 05:59:35.768,f
WO-1770978832255-lxel94e83,7440571a-841a-11ed-aa7c-7003bca91a86,Impressed current systems No.01,278.010.01,JOB-1768374783248-r2uv8ufaf,MKR-IN-00071-278.010.01-2023-158,Standard,,,"Impressed Current Cathodic Protection (ICCP), Inspection - 1M",Chief Engineer,05-Apr-2023,Completed,15-Apr-2023,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,16-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,04-Apr-2023,15-Apr-2023,,Chief Engineer,2,4.4,3.6,"Carried out Impressed Current Cathodic Protection (ICCP), Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Overhaul completed. All clearances within maker's tolerance. Equipment tested under load.,,Approved,calendar,2023-03-19 04:33:55.587,2023-04-15 04:33:55.587,f
WO-1770967515017-g3ixprejk,7440571a-841a-11ed-aa7c-7003bca91a86,"AE1 Main Bearings, Journals No.05",651.007.05,JOB-1768375697798-oe7nugd4d,UWO-651.007.05-2023-566,Unplanned,,,"AE1 Main Bearings, Journals No.05 - Valve Leakage - Immediate Repair",4th Engineer,28-Mar-2023,Completed,2023-03-30T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,01-Apr-2023,,,,,,High,Valve found leaking during rounds. Repacked gland and replaced gasket.,vessel,,,,,,,,,Engine,,t,,,,,,,,,28-Mar-2023,30-Mar-2023,,4th Engineer,1,21.3,25.5,"Carried out AE1 Main Bearings, Journals No.05 - Valve Leakage - Immediate Repair. Inspected valve seat and disc for wear and damage. Checked gland packing and stem condition. Operated valve through full range and checked for leaks. Valve operation satisfactory.",,,,,,,Minor adjustments made. Equipment performance within acceptable parameters.,Calibration carried out. All readings within acceptable range.,,Approved,,2023-03-19 00:00:00,2023-03-30 00:00:00,f
WO-1770978832255-lhkau76bu,7440571a-841a-11ed-aa7c-7003bca91a86,Ballast tanks/SW tanks No.01,285.001.01,JOB-1768375696823-5izcxc9cy,MKR-IN-00072-285.001.01-2023-180,Standard,,,Ballast Tanks Inspection - 1M,2nd Engineer,03-Apr-2023,Completed,11-Apr-2023,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,14-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,02-Apr-2023,11-Apr-2023,,2nd Engineer,1,6.9,7.8,"Carried out Ballast Tanks Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Equipment tested satisfactorily after maintenance. No issues found.,Maintenance carried out. All worn parts replaced. Equipment tested and found in order.,,Approved,calendar,2023-03-18 08:38:15.218,2023-04-11 08:38:15.218,f
WO-1770978832254-dvizy6pa0,7440571a-841a-11ed-aa7c-7003bca91a86,AE 1 AE LO filters,651.046,JOB-1768375697991-3zsiymc8c,MKR-OV-00026-651.046-2023-063,Standard,,,AE Lube Oil (LO) Filters Overhaul - 4000H,4th Engineer,02-Apr-2023,Completed,13-Apr-2023,,Maintenance,Planned,Running Hours,4000,Hours,,f,,Chief Engineer,16-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,31-Mar-2023,13-Apr-2023,,4th Engineer,2,4.7,5.4,Performed AE Lube Oil (LO) Filters Overhaul - 4000H. Dismantled equipment and cleaned all components. Inspected all parts for wear and damage. Replaced worn components as required. Reassembled with correct torque values and clearances. Tested equipment under operating conditions.,,0,705.76,705.76,,,Equipment tested satisfactorily after completion of AE Lube Oil (LO) Filters Overhaul - 4000H. No issues found.,Inspection completed. No abnormalities found. Equipment in good condition.,,Approved,running_hours,2023-03-17 13:45:47.24,2023-04-13 13:45:47.24,f
WO-1770978832256-omi6ehs9c,7440571a-841a-11ed-aa7c-7003bca91a86,Compressors w/drive unit No.01,554.003.01,JOB-1768375697040-dgqv5q487,MKR-IN-00051-554.003.01-2023-278,Standard,,,"Provision Ref. Compressors, Visual Check - 10000H",Chief Engineer,30-Mar-2023,Completed,13-Apr-2023,,Maintenance,Planned,Running Hours,10000,Hours,,f,,Chief Engineer,16-Apr-2023,,,,,Yes,Medium,,vessel,,,,,,,,,,,t,,,,,,,,,30-Mar-2023,13-Apr-2023,,Chief Engineer,2,3.5,3.7,"Carried out Provision Ref. Compressors, Visual Check - 10000H. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,5511.85,15511.85,10000,,,Equipment tested satisfactorily after maintenance. No issues found.,Renewal completed. Old parts retained for inspection. New parts fitted and tested.,,Approved,running_hours,2023-03-16 17:05:05.464,2023-04-13 17:05:05.464,f
WO-1770978832256-28xlsj9qe,7440571a-841a-11ed-aa7c-7003bca91a86,Covered lifeboats,501.002,JOB-1768375697009-atjcavi6y,MKR-IN-00073-501.002-2023-269,Standard,,,Covered (Totally Enclosed) Lifeboats Inspection - 1M,4th Engineer,29-Mar-2023,Completed,05-Apr-2023,,Maintenance,Planned,Calendar,1,Months,,f,,Chief Engineer,07-Apr-2023,,,,,No,Low,,vessel,,,,,,,,,,,t,,,,,,,,,29-Mar-2023,05-Apr-2023,,4th Engineer,2,1.4,1.6,"Carried out Covered (Totally Enclosed) Lifeboats Inspection - 1M. Opened up and inspected all accessible parts. Checked for wear, corrosion and damage. Recorded all measurements and observations. Closed up and returned equipment to service.",,,,,,,Minor additional findings recorded. Follow-up inspection recommended during next maintenance period.,Calibration carried out. All readings within acceptable range.,,Approved,calendar,2023-03-15 18:44:15.78,2023-04-05 18:44:15.78,f
WO-1770967515019-z8ol3ceez,7440571a-841a-11ed-aa7c-7003bca91a86,ME HP fuel pumps,601.026,JOB-1768375697507-uu8un72tz,UWO-601.026-2023-846,Unplanned,,,ME HP fuel pumps - Valve Leakage - Immediate Repair,3rd Engineer,22-Mar-2023,Completed,2023-04-19T00:00:00.000Z,,,Breakdown,Breakdown,,,,f,,Chief Engineer,22-Apr-2023,,,,,,High,Valve found leaking during rounds. Repacked gland and replaced gasket.,vessel,,,,,,,,,Engine,,t,,,,,,,,,03-Apr-2023,19-Apr-2023,,3rd Engineer,1,18.6,18.6,Carried out ME HP fuel pumps - Valve Leakage - Immediate Repair. Inspected valve seat and disc for wear and damage. Checked gland packing and stem condition. Operated valve through full range and checked for leaks. Valve operation satisfactory.,,,,,,,All checks completed as per manufacturer guidelines. Next service due as scheduled.,Service completed. Oil samples taken for analysis. Equipment running normally.,,Approved,,2023-03-15 00:00:00,2023-04-19 00:00:00,f
